$Data, $aa, $acap, $aexp, $b, $cplx, $docu, $etat, $flex, $kloc, $ltex, $pcap, $pcon, $plex, $pmat, $pr, $prec, $pvol, $rely, $resl, $ruse, $sced, $site, $stor, $team, $time, $tool, <effort, <months, <defects, <risks
4.573, 3.584, 3.213, 3.092, 7.968, 1.179, 1.987, 3.656, 4.698, 273.219, 3.387, 3.203, 2.847, 1.763, 2.03, 4.677, 4.753, 4.674, 3.937, 2.133, 4.793, 3.0, 1.934, 3.489, 4.809, 3.048, 2.0, 1594.173, 33.053, 6317.671, 0.0
4.919, 2.449, 3.033, 3.841, 9.925, 2.622, 1.442, 1.863, 2.571, 385.209, 2.056, 3.888, 1.994, 1.288, 2.971, 2.178, 2.934, 2.779, 3.858, 4.142, 4.433, 3.0, 5.092, 3.635, 2.195, 3.605, 2.0, 1872.659, 36.362, 26376.725, 0.0
4.427, 3.363, 4.303, 2.42, 6.335, 3.412, 1.423, 3.411, 1.987, 234.846, 2.535, 3.737, 3.179, 3.998, 2.904, 4.073, 4.1, 4.186, 2.502, 2.04, 3.506, 3.0, 1.491, 3.754, 2.145, 3.628, 2.0, 914.648, 29.59, 13939.587, 0.804
4.608, 2.374, 4.342, 2.19, 4.545, 3.827, 4.473, 3.446, 4.417, 116.065, 2.763, 4.949, 4.19, 1.623, 2.255, 4.149, 1.136, 3.9, 1.633, 2.985, 5.647, 3.0, 3.968, 3.302, 3.374, 3.16, 2.0, 552.085, 25.425, 6605.032, 2.145
2.964, 3.262, 3.822, 3.364, 9.186, 2.729, 3.549, 3.334, 4.062, 104.648, 3.341, 4.766, 1.592, 1.869, 2.525, 1.544, 3.783, 2.563, 2.946, 4.124, 3.949, 3.0, 4.023, 3.629, 3.622, 3.89, 2.0, 306.278, 20.305, 2227.553, 0.536
2.291, 2.733, 4.76, 3.663, 5.972, 2.796, 3.689, 2.397, 3.4, 209.167, 3.0, 4.945, 1.207, 3.594, 2.425, 1.369, 2.383, 3.216, 3.197, 2.801, 2.96, 3.0, 5.958, 3.343, 1.276, 3.845, 2.0, 417.637, 23.462, 5200.473, 0.0
3.396, 5.73, 3.629, 4.672, 5.88, 3.25, 4.584, 4.267, 2.776, 53.34, 1.449, 4.467, 2.027, 2.757, 2.337, 1.244, 4.663, 4.024, 1.796, 1.18, 5.502, 3.0, 4.05, 3.808, 4.226, 3.303, 2.0, 261.453, 20.085, 960.764, 1.609
3.517, 5.698, 3.066, 2.872, 9.951, 1.296, 1.924, 5.88, 1.719, 16.746, 1.964, 3.877, 4.389, 3.228, 2.355, 5.302, 1.269, 2.962, 3.05, 4.226, 4.938, 3.0, 4.1, 3.955, 1.693, 3.973, 2.0, 91.554, 15.095, 227.796, 0.804
4.018, 1.362, 3.962, 4.782, 6.838, 3.707, 2.206, 4.509, 4.619, 253.562, 3.656, 4.805, 3.468, 2.935, 2.594, 5.809, 4.15, 2.898, 3.14, 3.87, 5.593, 3.0, 2.777, 3.764, 3.807, 3.069, 2.0, 488.449, 23.139, 3339.014, 0.0
3.842, 3.431, 3.593, 2.022, 8.649, 3.07, 2.226, 1.568, 4.013, 161.872, 1.853, 3.548, 3.068, 3.601, 2.667, 2.559, 2.801, 4.838, 3.056, 2.575, 3.263, 3.0, 1.232, 3.111, 1.383, 3.467, 2.0, 868.485, 29.044, 22835.079, 1.34
4.678, 2.16, 4.21, 3.674, 3.519, 1.596, 3.458, 5.961, 3.798, 232.733, 1.286, 4.222, 3.289, 1.641, 2.339, 5.167, 1.134, 4.145, 1.203, 3.916, 5.46, 3.0, 2.305, 3.657, 3.793, 3.347, 2.0, 1048.626, 30.327, 7580.715, 3.217
3.219, 3.756, 3.378, 2.717, 4.453, 1.453, 2.473, 1.391, 3.045, 91.798, 3.725, 4.302, 3.136, 2.238, 2.165, 3.347, 1.049, 2.987, 3.14, 1.235, 5.364, 3.0, 5.062, 3.529, 3.115, 3.824, 2.0, 267.629, 20.821, 6168.162, 0.536
4.443, 1.448, 4.705, 3.621, 6.336, 1.273, 3.399, 3.434, 3.2, 140.367, 3.137, 3.766, 2.315, 2.577, 2.513, 1.785, 2.143, 4.713, 3.386, 2.541, 3.303, 3.0, 3.528, 3.965, 2.838, 3.016, 2.0, 780.61, 28.383, 6140.608, 0.536
3.764, 2.929, 4.863, 4.839, 7.165, 1.156, 2.695, 1.796, 4.635, 344.003, 1.932, 4.457, 2.704, 2.8, 2.965, 4.585, 4.55, 3.81, 3.002, 1.076, 2.789, 3.0, 2.15, 3.115, 2.618, 3.591, 2.0, 720.961, 27.061, 7864.504, 1.072
2.195, 2.857, 4.879, 4.693, 7.892, 1.84, 4.982, 1.25, 2.71, 207.177, 1.29, 3.659, 2.223, 1.611, 2.556, 1.149, 2.905, 3.423, 3.738, 1.427, 2.281, 3.0, 5.04, 3.361, 3.289, 3.933, 2.0, 682.267, 27.453, 4043.772, 0.804
3.091, 1.788, 3.555, 3.86, 6.067, 1.84, 2.085, 4.046, 4.694, 84.807, 2.716, 4.837, 1.977, 2.267, 2.391, 1.24, 2.883, 3.146, 1.671, 3.877, 4.526, 3.0, 3.539, 3.906, 4.388, 3.377, 2.0, 201.147, 18.01, 2707.552, 2.145
2.724, 3.962, 4.961, 3.266, 5.139, 1.261, 1.228, 5.204, 3.887, 98.972, 1.243, 4.889, 3.006, 3.612, 2.796, 3.481, 3.761, 3.591, 2.484, 2.478, 2.163, 3.0, 5.705, 3.769, 4.378, 3.112, 2.0, 124.649, 15.778, 381.293, 2.145
2.852, 1.713, 4.486, 4.677, 4.478, 3.723, 3.797, 3.822, 1.77, 80.609, 2.714, 4.609, 4.709, 1.203, 2.841, 2.095, 4.419, 3.241, 2.092, 2.22, 4.055, 3.0, 5.751, 3.33, 4.959, 3.319, 2.0, 173.476, 17.572, 567.376, 1.072
2.854, 2.505, 3.632, 2.621, 7.687, 2.709, 2.31, 5.747, 4.998, 295.32, 1.9, 3.668, 2.954, 2.721, 2.586, 2.024, 1.965, 2.331, 2.132, 1.615, 2.607, 3.0, 2.294, 3.391, 1.347, 3.781, 2.0, 994.878, 30.146, 18508.219, 1.072
3.31, 2.44, 4.118, 3.022, 7.764, 1.644, 2.006, 3.961, 3.736, 312.035, 3.766, 3.667, 4.755, 2.561, 2.553, 4.512, 4.312, 3.015, 1.229, 3.529, 4.535, 3.0, 3.698, 3.601, 2.506, 3.116, 2.0, 299.981, 20.346, 5156.569, 2.145
2.001, 2.68, 3.127, 2.845, 4.965, 3.803, 4.019, 4.994, 2.074, 215.696, 2.509, 4.468, 2.925, 3.957, 2.463, 2.047, 3.298, 2.246, 2.784, 4.913, 4.541, 3.0, 3.918, 3.944, 3.961, 3.46, 2.0, 1029.099, 30.004, 2327.576, 0.536
3.397, 1.578, 3.721, 2.388, 5.146, 2.982, 1.824, 5.795, 2.744, 96.79, 1.654, 3.798, 1.184, 1.755, 2.116, 1.675, 2.54, 4.75, 1.301, 4.258, 4.344, 3.0, 3.561, 3.583, 3.656, 3.933, 2.0, 605.051, 25.286, 7718.578, 1.34
4.467, 3.173, 3.394, 4.12, 6.292, 1.534, 1.709, 2.503, 2.336, 33.657, 3.831, 4.642, 3.907, 3.73, 2.85, 5.008, 4.564, 3.82, 1.706, 3.98, 5.066, 3.0, 5.311, 3.028, 4.271, 3.183, 2.0, 45.915, 11.518, 225.654, 2.145
2.226, 5.407, 4.582, 2.698, 5.678, 3.404, 4.971, 1.714, 4.538, 96.139, 2.673, 4.307, 1.282, 1.699, 2.108, 5.204, 3.335, 3.782, 1.919, 4.832, 5.604, 3.0, 5.455, 3.533, 4.793, 3.098, 2.0, 452.361, 22.69, 1285.217, 2.145
3.839, 1.543, 3.219, 2.598, 8.631, 3.663, 2.912, 1.447, 1.149, 51.883, 1.596, 4.052, 3.486, 3.3, 2.432, 5.51, 1.989, 2.04, 2.042, 4.806, 5.811, 3.0, 5.774, 3.566, 2.247, 3.842, 2.0, 225.805, 19.341, 2122.498, 0.536
2.788, 3.092, 3.421, 3.531, 9.734, 2.491, 3.88, 4.881, 1.889, 46.27, 2.587, 4.433, 2.872, 2.741, 2.309, 1.895, 4.604, 4.605, 1.608, 3.795, 5.822, 3.0, 3.976, 3.615, 4.954, 3.502, 2.0, 171.227, 17.02, 620.828, 1.609
2.749, 4.913, 3.267, 4.985, 9.541, 1.816, 3.588, 4.908, 2.564, 201.204, 3.874, 4.515, 2.068, 1.216, 2.034, 4.306, 1.801, 4.902, 3.89, 1.106, 3.515, 3.0, 4.896, 3.116, 4.738, 3.5, 2.0, 488.956, 24.914, 2344.881, 0.536
4.467, 4.415, 3.834, 3.206, 8.94, 2.756, 1.341, 1.07, 2.012, 14.727, 2.388, 3.544, 2.776, 3.303, 2.234, 1.033, 1.482, 4.733, 2.063, 3.994, 2.355, 3.0, 4.388, 3.436, 2.008, 3.388, 2.0, 72.91, 13.827, 1107.343, 0.0
4.249, 5.32, 3.789, 2.724, 6.027, 1.55, 2.808, 3.268, 2.305, 308.669, 3.36, 4.822, 3.211, 1.017, 2.653, 5.092, 4.502, 4.809, 3.239, 4.492, 4.157, 3.0, 4.969, 3.735, 3.086, 3.108, 2.0, 914.897, 28.582, 3217.633, 0.536
3.872, 1.115, 3.22, 4.253, 9.585, 3.237, 4.088, 1.349, 4.392, 89.374, 3.412, 4.626, 2.254, 1.107, 2.151, 4.657, 2.104, 2.259, 3.947, 1.6, 3.923, 3.0, 1.658, 3.753, 3.227, 3.562, 2.0, 530.183, 25.237, 8142.673, 0.0
3.337, 2.389, 3.623, 4.524, 9.288, 1.651, 1.869, 5.845, 3.967, 226.147, 1.91, 4.211, 2.264, 1.018, 2.414, 4.226, 1.638, 2.527, 2.484, 1.908, 5.495, 3.0, 3.64, 3.259, 4.578, 3.27, 2.0, 674.972, 26.738, 6488.453, 1.072
2.672, 5.466, 4.55, 3.155, 5.296, 3.94, 2.072, 4.233, 3.278, 151.279, 2.034, 4.386, 4.877, 2.649, 2.005, 4.264, 1.167, 4.042, 3.453, 3.697, 4.11, 3.0, 4.232, 3.211, 1.811, 3.685, 2.0, 726.362, 28.169, 3577.064, 0.0
3.658, 3.587, 3.855, 4.788, 7.221, 2.764, 3.813, 2.252, 4.125, 390.465, 2.556, 4.535, 1.034, 2.713, 2.398, 5.557, 3.459, 4.959, 2.325, 3.464, 3.816, 3.0, 5.176, 3.421, 2.707, 3.79, 2.0, 1366.497, 32.485, 9634.64, 0.536
3.031, 2.803, 4.46, 3.716, 7.435, 2.884, 1.148, 5.973, 1.201, 362.421, 2.745, 4.165, 3.453, 2.153, 2.364, 5.971, 1.66, 3.96, 2.542, 1.174, 4.703, 3.0, 3.643, 3.108, 4.417, 3.522, 2.0, 976.289, 31.474, 9095.952, 1.072
2.161, 1.328, 3.577, 4.688, 3.442, 3.974, 1.653, 4.872, 1.468, 49.158, 3.683, 3.211, 4.118, 3.241, 2.31, 5.107, 1.895, 2.687, 1.224, 2.262, 4.46, 3.0, 3.215, 3.248, 1.026, 3.695, 2.0, 94.456, 15.096, 2342.133, 1.072
3.186, 1.769, 3.908, 4.697, 7.443, 3.771, 3.087, 5.328, 4.14, 188.077, 3.68, 3.635, 1.009, 2.49, 2.177, 3.876, 2.86, 2.602, 2.482, 4.429, 2.881, 3.0, 2.72, 3.946, 1.439, 3.58, 2.0, 636.9, 26.089, 5294.405, 0.268
2.325, 1.429, 4.428, 4.089, 3.957, 3.647, 3.077, 4.338, 2.931, 185.076, 3.134, 3.09, 1.044, 1.309, 2.193, 1.482, 4.316, 3.165, 1.172, 2.764, 5.205, 3.0, 5.289, 3.907, 4.113, 3.428, 2.0, 779.66, 27.666, 6491.279, 1.609
4.346, 5.38, 3.025, 2.024, 6.541, 2.305, 3.952, 1.15, 1.337, 317.31, 1.265, 4.146, 4.168, 2.308, 2.297, 5.412, 2.107, 4.932, 1.786, 2.252, 5.259, 3.0, 5.08, 3.061, 2.528, 3.027, 2.0, 2447.141, 41.676, 16174.198, 1.609
3.105, 1.451, 4.401, 4.263, 4.862, 2.031, 1.792, 3.759, 4.658, 39.38, 1.371, 3.216, 4.57, 1.885, 2.107, 2.151, 3.407, 4.365, 2.827, 4.492, 4.274, 3.0, 1.49, 3.451, 2.717, 3.369, 2.0, 142.889, 16.37, 1375.914, 1.072
3.128, 5.863, 4.568, 2.058, 7.18, 2.861, 1.158, 5.686, 4.035, 93.047, 3.111, 4.844, 3.201, 1.673, 2.641, 1.002, 2.381, 2.719, 3.554, 3.821, 4.899, 3.0, 3.014, 3.646, 2.039, 3.337, 2.0, 511.535, 24.681, 2670.271, 0.0
2.898, 5.129, 3.943, 3.699, 8.326, 1.495, 3.607, 1.993, 3.134, 177.089, 1.954, 4.527, 2.207, 3.983, 2.466, 1.822, 3.14, 2.51, 3.174, 2.053, 3.634, 3.0, 3.641, 3.577, 2.777, 3.495, 2.0, 512.411, 25.183, 4026.118, 0.536
2.904, 4.234, 4.211, 2.996, 7.402, 2.838, 1.939, 2.491, 1.155, 139.673, 2.572, 3.41, 2.203, 1.032, 2.321, 5.151, 2.908, 2.619, 3.776, 3.757, 5.908, 3.0, 2.305, 3.476, 3.916, 3.507, 2.0, 973.684, 29.737, 7039.09, 0.0
4.064, 3.418, 3.263, 2.315, 8.727, 1.606, 2.355, 2.799, 1.803, 347.991, 2.971, 3.065, 4.255, 2.285, 2.242, 4.52, 4.326, 3.122, 2.562, 1.872, 3.762, 3.0, 1.606, 3.105, 4.485, 3.84, 2.0, 1498.508, 34.321, 10412.281, 0.0
4.955, 3.381, 4.278, 2.989, 4.749, 3.211, 2.739, 3.428, 2.197, 133.088, 1.662, 3.67, 1.89, 1.643, 2.211, 5.804, 4.241, 2.244, 3.397, 1.662, 4.605, 3.0, 3.126, 3.228, 4.806, 3.514, 2.0, 1308.568, 32.535, 3960.272, 0.268
4.723, 2.265, 4.577, 2.521, 7.655, 1.676, 4.029, 3.215, 2.475, 382.249, 1.518, 3.158, 2.483, 3.763, 2.656, 3.454, 4.909, 3.515, 1.013, 4.821, 2.825, 3.0, 4.391, 3.082, 4.483, 3.498, 2.0, 1110.712, 29.437, 2790.13, 2.413
3.697, 1.099, 4.735, 4.227, 8.228, 1.941, 4.715, 2.984, 2.499, 293.254, 3.514, 3.605, 2.188, 2.747, 2.639, 4.523, 3.056, 4.517, 3.595, 1.38, 5.457, 3.0, 3.693, 3.144, 3.765, 3.85, 2.0, 1328.465, 33.015, 8565.923, 0.536
2.434, 5.24, 3.67, 4.842, 3.329, 3.013, 4.559, 1.477, 4.695, 97.146, 2.84, 4.22, 3.027, 3.938, 2.923, 3.407, 3.981, 4.144, 3.668, 4.034, 5.775, 3.0, 1.687, 3.123, 1.015, 3.506, 2.0, 312.222, 20.567, 2026.98, 0.536
2.21, 5.853, 3.29, 3.252, 9.285, 3.332, 1.2, 4.484, 1.544, 171.734, 1.098, 4.561, 2.928, 1.775, 2.06, 5.489, 1.893, 4.324, 2.669, 1.745, 2.765, 3.0, 2.169, 3.351, 4.61, 3.15, 2.0, 537.915, 25.493, 6320.625, 0.536
3.051, 4.921, 3.229, 4.217, 6.067, 1.05, 3.04, 5.257, 1.473, 53.31, 3.551, 3.446, 2.462, 1.316, 2.918, 4.646, 4.588, 2.981, 3.633, 2.681, 4.373, 3.0, 2.122, 3.265, 1.471, 3.213, 2.0, 283.508, 20.641, 739.396, 0.268
2.804, 3.645, 3.314, 4.953, 8.661, 2.351, 1.053, 1.206, 4.441, 73.74, 1.502, 3.041, 2.748, 2.028, 2.345, 5.347, 3.573, 3.082, 1.491, 3.943, 2.46, 3.0, 4.062, 3.453, 4.599, 3.339, 2.0, 125.461, 15.488, 1485.742, 1.34
4.314, 5.037, 4.627, 4.347, 6.005, 3.117, 4.306, 1.095, 3.545, 168.35, 2.281, 3.091, 2.636, 1.401, 2.266, 3.131, 3.229, 4.699, 2.346, 1.185, 2.217, 3.0, 4.165, 3.876, 1.299, 3.078, 2.0, 896.951, 30.299, 9064.593, 0.536
4.94, 2.685, 3.071, 4.67, 6.607, 2.417, 1.533, 2.867, 1.978, 160.487, 1.91, 3.464, 1.161, 1.731, 2.525, 1.23, 1.536, 3.685, 2.573, 1.315, 4.694, 3.0, 3.31, 3.112, 1.574, 3.732, 2.0, 1273.675, 34.405, 49056.485, 0.268
3.607, 2.476, 4.266, 2.685, 9.908, 2.054, 2.245, 2.331, 4.819, 256.747, 1.548, 3.968, 1.849, 3.726, 2.869, 5.992, 3.144, 2.437, 2.38, 3.718, 5.627, 3.0, 3.908, 3.534, 3.522, 3.036, 2.0, 551.87, 24.681, 7744.968, 0.804
4.575, 2.648, 4.669, 3.413, 4.897, 2.073, 3.883, 2.493, 3.261, 186.186, 3.578, 3.055, 4.796, 3.293, 2.97, 2.366, 4.353, 4.474, 1.73, 4.659, 4.3, 3.0, 2.824, 3.884, 2.734, 3.32, 2.0, 443.739, 22.554, 3100.309, 1.609
3.858, 5.521, 4.192, 2.44, 4.183, 1.7, 4.257, 2.014, 1.107, 280.508, 2.74, 3.484, 4.27, 3.177, 2.518, 4.321, 3.331, 2.258, 2.127, 1.756, 5.888, 3.0, 3.288, 3.053, 2.268, 3.098, 2.0, 991.804, 31.158, 6715.487, 1.072
2.032, 1.979, 4.711, 4.903, 4.055, 3.534, 3.462, 2.399, 3.454, 25.707, 3.505, 3.687, 3.897, 2.924, 2.643, 1.816, 4.248, 3.762, 3.209, 2.458, 3.136, 3.0, 1.227, 3.34, 2.243, 3.93, 2.0, 94.888, 14.661, 672.039, 0.268
3.324, 1.654, 4.254, 4.056, 6.861, 3.427, 4.925, 4.567, 1.304, 114.26, 1.739, 3.922, 1.369, 1.974, 2.151, 3.677, 1.468, 2.808, 2.654, 3.575, 3.529, 3.0, 4.925, 3.881, 1.528, 3.022, 2.0, 541.95, 26.256, 3954.359, 0.804
4.629, 2.225, 3.054, 4.977, 4.524, 1.82, 1.833, 3.661, 4.759, 210.242, 3.7, 4.986, 3.084, 3.19, 2.821, 2.2, 1.07, 3.94, 1.237, 4.759, 4.658, 3.0, 4.206, 3.77, 4.969, 3.229, 2.0, 404.561, 22.184, 3425.783, 2.145
4.205, 4.485, 4.615, 4.211, 3.329, 1.612, 1.909, 3.826, 1.819, 194.904, 1.6, 3.176, 3.63, 3.984, 2.753, 2.684, 4.325, 3.482, 2.785, 2.043, 3.589, 3.0, 3.099, 3.468, 3.927, 3.313, 2.0, 535.509, 25.033, 2384.539, 1.34
4.346, 2.592, 4.437, 2.312, 6.288, 3.189, 2.538, 5.87, 1.387, 194.855, 2.752, 4.638, 2.469, 1.213, 2.396, 5.705, 4.482, 3.173, 1.227, 2.91, 5.607, 3.0, 5.83, 3.276, 3.264, 3.112, 2.0, 369.984, 22.255, 3570.853, 2.145
3.317, 2.68, 4.246, 2.182, 4.99, 1.928, 2.546, 5.636, 3.627, 280.0, 2.929, 3.753, 3.693, 2.472, 2.274, 5.372, 4.984, 2.987, 1.121, 2.998, 4.242, 3.0, 4.095, 3.373, 3.725, 3.721, 2.0, 482.369, 23.535, 2644.908, 2.145
4.106, 3.799, 4.724, 2.66, 5.217, 1.312, 3.704, 3.644, 3.694, 262.312, 3.452, 3.43, 1.23, 1.264, 2.907, 3.296, 2.176, 4.606, 2.66, 3.111, 3.286, 3.0, 1.243, 3.222, 2.807, 3.497, 2.0, 1353.748, 33.367, 15286.588, 1.34
2.535, 2.768, 4.288, 4.499, 8.957, 2.618, 3.409, 5.887, 3.321, 49.264, 1.585, 3.027, 2.09, 2.224, 2.391, 1.636, 4.681, 4.973, 1.246, 4.226, 4.281, 3.0, 5.642, 3.383, 3.228, 3.809, 2.0, 163.799, 16.88, 658.318, 1.877
3.497, 1.358, 3.728, 3.771, 3.116, 3.76, 4.22, 4.3, 4.861, 98.013, 2.855, 3.43, 3.1, 2.917, 2.102, 5.678, 2.056, 2.553, 1.398, 1.903, 5.78, 3.0, 5.805, 3.482, 4.926, 3.763, 2.0, 267.261, 20.067, 1800.785, 1.072
3.317, 5.45, 3.012, 4.739, 8.437, 3.093, 1.23, 4.92, 2.613, 125.971, 1.643, 3.229, 1.065, 3.032, 2.772, 5.41, 2.458, 3.468, 2.829, 1.657, 4.225, 3.0, 4.762, 3.281, 1.273, 3.825, 2.0, 741.128, 28.675, 6228.186, 0.268
3.525, 5.565, 3.822, 3.729, 7.769, 1.186, 1.281, 5.062, 1.233, 150.228, 2.817, 4.665, 4.582, 2.628, 2.26, 5.774, 2.176, 2.344, 3.227, 1.792, 4.741, 3.0, 1.886, 3.575, 4.552, 3.376, 2.0, 528.595, 25.462, 1584.165, 0.536
3.527, 1.633, 4.428, 3.455, 5.542, 1.807, 4.727, 3.562, 4.458, 19.714, 2.852, 3.274, 4.253, 1.448, 2.926, 1.391, 3.943, 2.701, 3.492, 1.501, 5.537, 3.0, 5.911, 3.207, 2.243, 3.779, 2.0, 100.223, 14.913, 433.553, 0.536
4.523, 5.637, 4.33, 3.678, 6.685, 3.142, 2.355, 4.245, 2.389, 261.298, 3.121, 3.666, 2.434, 3.252, 2.172, 1.573, 2.045, 2.666, 3.515, 1.591, 5.029, 3.0, 3.511, 3.5, 4.867, 3.314, 2.0, 1125.722, 32.454, 6842.313, 0.0
4.831, 3.0, 3.967, 3.392, 4.668, 2.959, 3.071, 2.611, 4.215, 350.331, 3.045, 4.403, 2.89, 2.831, 2.363, 5.235, 4.864, 4.643, 2.28, 1.672, 5.066, 3.0, 3.14, 3.87, 1.595, 3.781, 2.0, 1968.45, 36.833, 19846.553, 0.536
3.826, 2.442, 3.561, 3.699, 6.272, 2.956, 4.138, 3.14, 1.938, 176.461, 3.658, 4.34, 3.657, 2.996, 2.694, 3.875, 2.266, 4.233, 3.553, 2.515, 5.9, 3.0, 4.534, 3.355, 1.727, 3.882, 2.0, 757.668, 28.873, 7853.895, 0.0
4.652, 1.097, 4.645, 3.963, 3.478, 2.352, 3.401, 1.58, 2.247, 384.942, 1.852, 4.651, 4.417, 1.287, 2.507, 2.474, 1.254, 4.536, 1.741, 4.492, 2.862, 3.0, 1.574, 3.751, 3.364, 3.432, 2.0, 1430.052, 33.807, 19164.904, 2.145
4.798, 5.389, 4.182, 2.791, 5.789, 3.815, 4.771, 4.168, 3.277, 97.071, 2.136, 3.931, 4.511, 3.039, 2.071, 3.657, 2.682, 4.817, 1.706, 2.213, 4.934, 3.0, 5.166, 3.477, 4.196, 3.981, 2.0, 378.516, 22.752, 1939.934, 1.609
4.745, 3.228, 4.714, 4.224, 4.448, 2.33, 4.9, 2.124, 2.548, 27.331, 2.579, 3.365, 3.535, 2.35, 2.063, 3.4, 4.939, 3.802, 1.113, 3.15, 2.94, 3.0, 1.783, 3.877, 4.677, 3.13, 2.0, 109.874, 15.0, 307.844, 1.609
3.882, 5.974, 4.549, 2.803, 5.907, 2.096, 2.53, 2.113, 1.611, 113.582, 2.24, 3.124, 3.818, 2.985, 2.407, 4.019, 2.516, 2.075, 1.332, 2.209, 2.842, 3.0, 4.698, 3.533, 3.373, 3.369, 2.0, 248.38, 20.674, 2229.758, 1.609
2.156, 2.17, 3.602, 2.59, 7.754, 2.622, 4.303, 1.066, 3.565, 272.709, 1.771, 4.191, 3.622, 2.705, 2.28, 5.704, 4.027, 3.604, 2.235, 2.067, 2.079, 3.0, 2.095, 3.29, 2.601, 3.684, 2.0, 1213.68, 31.658, 9189.55, 0.536
3.705, 1.797, 3.73, 2.599, 6.525, 3.363, 3.063, 5.61, 2.006, 373.467, 2.691, 3.674, 3.793, 1.645, 2.967, 1.823, 2.542, 3.86, 3.743, 2.03, 5.634, 3.0, 2.917, 3.969, 4.332, 3.732, 2.0, 1769.742, 35.938, 16923.564, 0.0
3.217, 1.859, 4.117, 4.177, 8.944, 1.835, 3.938, 2.113, 4.795, 383.342, 3.774, 3.859, 2.498, 1.085, 2.261, 1.979, 2.734, 4.54, 1.13, 4.731, 2.232, 3.0, 1.996, 3.668, 3.757, 3.424, 2.0, 1437.988, 32.79, 11598.146, 2.145
2.573, 2.928, 4.095, 2.583, 3.015, 1.02, 1.61, 1.951, 4.249, 60.746, 2.497, 4.983, 4.591, 1.289, 2.327, 3.15, 2.973, 3.978, 3.691, 3.307, 3.928, 3.0, 4.52, 3.082, 4.863, 3.869, 2.0, 78.146, 13.645, 839.332, 1.072
4.533, 1.941, 3.739, 3.749, 7.07, 2.038, 3.859, 1.465, 4.588, 332.396, 3.169, 3.926, 3.655, 3.663, 2.75, 4.157, 1.305, 3.464, 2.779, 3.641, 5.343, 3.0, 5.717, 3.419, 3.964, 3.42, 2.0, 574.121, 24.959, 6378.665, 0.0
3.063, 4.983, 3.689, 4.713, 9.327, 2.427, 2.461, 4.599, 1.348, 260.506, 1.292, 4.109, 3.021, 3.03, 2.374, 5.691, 2.998, 2.872, 3.578, 3.94, 5.063, 3.0, 5.207, 3.161, 1.968, 3.878, 2.0, 594.055, 25.974, 3064.152, 0.0
2.844, 2.23, 4.106, 2.443, 5.669, 3.087, 3.22, 2.903, 4.528, 328.016, 3.034, 4.843, 1.189, 2.163, 2.64, 1.749, 4.474, 2.704, 3.44, 4.823, 3.145, 3.0, 3.976, 3.366, 4.588, 3.802, 2.0, 741.644, 25.66, 4213.486, 0.0
4.721, 3.613, 4.474, 4.997, 6.155, 1.964, 1.87, 5.216, 2.503, 76.124, 3.562, 3.812, 4.969, 1.243, 2.383, 2.423, 3.004, 2.059, 1.586, 2.282, 4.244, 3.0, 2.754, 3.453, 2.399, 3.54, 2.0, 209.75, 18.906, 1427.235, 2.145
3.729, 4.026, 4.689, 3.725, 3.696, 3.372, 2.771, 2.357, 1.328, 315.311, 1.539, 3.317, 2.319, 2.992, 2.902, 2.958, 2.248, 2.431, 1.317, 4.442, 4.651, 3.0, 2.95, 3.679, 1.759, 3.301, 2.0, 1129.23, 31.971, 17807.675, 2.145
4.814, 1.425, 3.227, 2.526, 7.242, 2.757, 2.468, 4.853, 3.491, 316.967, 2.302, 4.764, 1.977, 1.136, 2.255, 1.762, 2.104, 3.467, 3.426, 4.594, 3.885, 3.0, 1.346, 3.803, 3.966, 3.223, 2.0, 2839.571, 40.535, 19516.04, 0.0
3.681, 5.865, 3.535, 4.209, 5.886, 1.803, 2.41, 3.967, 4.52, 214.161, 3.147, 3.112, 1.39, 1.787, 2.642, 1.774, 1.721, 3.605, 3.567, 4.83, 4.513, 3.0, 5.988, 3.234, 2.041, 3.346, 2.0, 597.724, 25.208, 3935.892, 0.0
2.893, 3.738, 3.349, 3.452, 7.024, 3.791, 1.884, 2.196, 3.106, 346.029, 2.169, 3.897, 3.818, 1.415, 2.62, 2.039, 3.816, 4.337, 2.956, 1.756, 3.708, 3.0, 4.947, 3.141, 1.772, 3.555, 2.0, 1149.895, 31.807, 23568.929, 0.0
4.724, 3.745, 4.244, 4.569, 5.53, 1.822, 4.946, 3.195, 1.737, 255.963, 2.914, 3.979, 1.447, 3.55, 2.376, 4.899, 3.266, 3.698, 2.412, 2.072, 4.13, 3.0, 1.26, 3.561, 1.541, 3.307, 2.0, 966.624, 30.874, 9170.378, 1.609
3.95, 2.21, 3.643, 3.617, 6.94, 3.087, 3.311, 2.831, 3.751, 227.315, 2.48, 3.874, 1.688, 3.077, 2.348, 1.04, 1.774, 3.615, 3.81, 1.858, 2.442, 3.0, 3.903, 3.487, 4.766, 3.626, 2.0, 959.467, 29.61, 9253.565, 0.0
2.072, 1.9, 4.618, 3.811, 6.917, 2.724, 1.209, 1.912, 3.291, 235.144, 3.633, 3.1, 1.417, 2.237, 2.28, 3.979, 1.087, 2.828, 2.69, 4.76, 5.333, 3.0, 4.01, 3.807, 3.485, 3.738, 2.0, 688.368, 27.196, 13078.186, 0.536
